,ra,dec_x,Nobs,filter,Name,coord,Type,dec_y
205,258.464,-21.022800000000007,13,zr,22330,171351.27 -210121.8,M,-21.02272222222222
206,279.616,7.089280000000023,89,zr,22367,183827.84 +070521.7,M,7.089361111111111
207,280.719,10.149939999999985,15,zr,22371,184252.52 +100900.3,M,10.150083333333333
208,292.819,10.812290000000017,85,zr,2250,193116.62 +104843.5,RR,10.812083333333334
209,280.235,9.782049999999982,4,zr,22573,184056.36 +094656.2,M,9.782277777777779
210,293.58,10.790709999999981,38,zr,2258,193419.12 +104726.9,M,10.790805555555556
211,254.089,-21.964479999999995,13,zr,22582,165621.25 -215752.2,RRAB,-21.9645
212,254.314,-21.781240000000018,13,zr,22593,165715.47 -214652.6,RRAB,-21.781277777777778
213,254.383,-21.684560000000026,13,zr,22600,165731.92 -214105.0,RRAB,-21.684722222222224
214,254.386,-20.933330000000023,13,zr,22601,165732.64 -205559.0,RRAB,-20.93305555555556
215,254.525,-22.65133999999998,13,zr,22604,165805.96 -223904.7,RRAB,-22.651305555555552
216,254.577,-22.007619999999974,13,zr,22607,165818.57 -220027.0,RRC,-22.0075
217,254.591,-21.82488,13,zr,22608,165821.91 -214929.1,RRAB,-21.824749999999998
218,254.592,-21.614420000000013,13,zr,22609,165822.19 -213651.7,RRAB,-21.614361111111112
219,254.622,-21.401199999999974,13,zr,22613,165829.32 -212404.6,RRAB,-21.401277777777775
220,254.69,-22.180180000000007,10,zr,22618,165845.53 -221048.8,RR,-22.180222222222223
221,254.871,-21.51510999999999,13,zr,22631,165929.08 -213054.5,RRAB,-21.515138888888888
222,254.89,-21.061829999999986,13,zr,22635,165933.63 -210342.9,RRAB,-21.06191666666667
223,255.016,-22.08912000000001,13,zr,22643,170003.93 -220520.8,RRAB,-22.08911111111111
224,255.007,-20.94698000000001,13,zr,22644,170001.62 -205649.2,L,-20.947
225,255.019,-21.834979999999973,13,zr,22645,170004.53 -215006.0,RRAB,-21.834999999999997
226,255.028,-21.640030000000028,13,zr,22646,170006.80 -213824.2,RRAB,-21.640055555555556
227,255.028,31.970599999999997,49,zr,15432,170006.80 +315814.4,EA,31.970666666666666
228,255.088,-21.85620000000002,13,zr,22651,170021.12 -215122.2,E/SD,-21.856166666666667
229,255.09,-20.892680000000006,9,zr,22652,170021.67 -205333.5,NR,-20.89263888888889
230,255.112,-20.865990000000025,13,zr,22654,170026.83 -205157.3,RRAB,-20.865916666666667
231,255.125,-21.841529999999995,13,zr,22655,170029.96 -215029.7,RRAB,-21.841583333333332
232,255.153,-22.04506999999998,13,zr,22657,170036.80 -220242.3,RR,-22.045083333333334
233,255.168,-21.355190000000007,10,zr,22660,170040.33 -212118.3,M,-21.355083333333337
234,255.206,-21.949310000000025,13,zr,22665,170049.49 -215657.5,E,-21.949305555555554
235,255.211,-22.066129999999983,13,zr,22666,170050.75 -220357.9,SRA,-22.066083333333335
236,255.27,-21.524349999999973,13,zr,22671,170104.78 -213127.4,SRA,-21.524277777777776
237,255.279,-21.775749999999988,13,zr,22672,170107.01 -214632.3,RRAB,-21.77563888888889
238,255.329,-20.845290000000013,13,zr,22677,170118.91 -205042.9,RRAB,-20.84525
239,255.351,-21.960969999999996,13,zr,22678,170124.22 -215739.2,SRA,-21.96088888888889
240,255.356,-21.640019999999982,13,zr,22680,170125.40 -213823.7,SRA,-21.639916666666664
241,255.39,-21.21005999999997,13,zr,22683,170133.51 -211236.4,E,-21.21011111111111
242,255.495,-22.581700000000026,13,zr,22693,170158.81 -223454.3,RRAB,-22.58175
243,255.512,-20.78417000000001,13,zr,22695,170202.96 -204702.8,RRAB,-20.784111111111113
244,255.543,-21.47995999999999,13,zr,22699,170210.29 -212847.3,RRAB,-21.479805555555554
245,255.56,-21.98552000000002,13,zr,22703,170214.47 -215908.0,SRA,-21.985555555555557
246,255.574,-21.972699999999996,13,zr,22704,170217.71 -215821.8,RRAB,-21.97272222222222
247,255.586,-22.49096000000001,13,zr,22705,170220.62 -222927.7,RRAB,-22.491027777777777
